-0.035256542	-0.037593424	0.044779446	0.032237116	0.015077297	0.022323016	0.013205599	0.04476234	0.04758681	0.034034763	0.027677525	0.04575051	-0.021289242	-0.0397714	0.010491539	0.0034556016
-0.01012679	-0.0049782214	0.06260519	-0.0063690264	-0.05618969	0.13902633	-0.0037573474	-0.08317385	0.043798253	0.021595638	-0.063371286	0.052464288	0.023090817	0.05400933	0.003435904	0.018901827
-0.0026930862	0.059231937	-0.0027694637	0.049083307	-0.042335097	0.089216955	-0.03934525	0.0067935325	0.036261488	-0.09909446	-0.14862895	-0.06796378	0.034455746	-0.03453246	0.025879467	-0.026691716
0.2143399	-0.10059737	-0.14007984	0.21386127	0.07605727	0.023415543	-0.027239695	-0.06420113	-0.16151994	0.15662213	-0.06256311	-0.17696844	-0.16003124	-0.10963791	0.15136963	-0.09657678
0.007021819	0.037544735	0.07141271	-0.09057225	-0.13321339	0.027960515	0.0401758	0.04361062	-0.0045598797	0.06330837	0.085534595	0.07221845	0.10989077	0.036944825	-0.030714097	-0.025581565
0.09026483	-0.065740466	-0.13878539	0.007876334	-0.09351589	0.005542205	0.055195052	0.04953563	-0.0006268703	0.13673286	0.050413426	-0.13347523	-0.020836845	-0.09605973	0.1168138	0.025365567
-0.014616959	0.03837302	-0.013985893	-0.14568341	-0.08714438	-0.043364078	0.0891453	0.002859238	-0.013439566	-0.03181624	0.07274941	-0.022921804	0.0018286875	0.045079082	-0.019665325	-0.018597435
-0.022339204	-0.061115105	0.021406736	0.014022462	-0.06540885	0.04972677	0.06648796	0.009704638	-0.07058978	0.05580719	0.027426757	0.0035792405	0.07679075	0.06403641	0.038424764	0.04320544
-0.03892597	-0.002804806	0.010593995	0.04525977	0.07641704	0.027029343	-0.021151882	0.02591083	0.05640788	0.011374537	-0.007670109	-0.010469815	0.002579926	-0.031323444	0.06602867	0.076803595
0.11127276	0.09764664	-0.079192095	0.0026887092	0.0167453	0.026503218	-0.067124575	-0.010362296	0.0021401464	0.03301169	-0.13738473	-0.09194373	0.0775628	-0.06577823	0.06509654	0.036780436
0.009051167	-0.044218626	0.01199735	-0.088499516	-0.08193151	-0.015758174	0.06662346	0.09345594	-0.049438745	0.07212235	0.06483372	-0.08762603	0.08659478	-0.042040415	-0.0322616	-0.10014347
0.06496538	-0.06640501	0.017949104	0.035454895	-0.0863815	0.020080104	-0.0030057041	0.0024580625	0.041222252	0.018096738	-0.033966605	-0.06786571	0.023235803	0.022441758	0.015572845	-0.07531371
-0.033248052	0.0028990256	0.107954785	-0.06397478	-0.112988144	-0.07178862	0.017953908	0.06923393	-0.005160072	-0.041500345	0.07428582	0.030427229	0.069211446	0.098045476	-0.12895852	-0.08864877
0.24231096	0.14712973	-0.23874407	0.28940848	0.22276847	0.003258848	-0.22929928	-0.17859727	0.15342814	-0.070863746	-0.30040455	-0.26003554	-0.19645588	-0.24486808	0.30586025	0.1697658
-0.23767813	0.090524875	0.26761928	-0.25263813	-0.047206927	-0.16597505	0.17810322	0.07996653	0.020560361	0.008650316	0.213078	0.22988732	0.20796125	0.26398996	-0.22336537	-0.021432322
0.12049629	-0.064490795	-0.037725452	0.10016646	-0.039107297	0.03690858	0.041027553	-0.015518367	-0.0939038	0.065040156	0.045904458	-0.05247202	0.0038505457	-0.041979276	0.08705937	-0.01233123
0.13378435	-0.11777157	-0.067608915	-0.006373642	-0.040447153	-0.033758778	-0.029461773	0.13267145	-0.20607023	0.02181755	-0.02744314	-0.13709813	0.0599435	-0.10553374	0.10254469	-0.14280607
-0.08114793	-0.0026235494	0.04824574	-0.10566507	0.025991606	0.050016396	0.03814134	-0.014497663	-0.053610172	0.0044902386	0.11292481	0.04298919	0.035555404	0.10927509	-0.112430915	0.09101885
-0.024363408	0.048490122	-0.065915555	0.0657019	0.14689523	-0.01654238	-0.14271216	-0.032906145	0.0312741	-0.044269007	-0.03403272	0.02475869	-0.03723573	-0.017231088	0.07510709	0.08952928
0.038103234	-0.084002495	0.1012087	-0.12651792	-0.03985928	-0.075081326	0.0875389	-0.015879642	-0.028973233	-0.023685165	0.10756953	0.077304095	0.052086327	0.1307771	-0.08313886	0.053666122
-0.06390027	-0.034906723	0.07950866	-0.105236255	-0.07163457	-0.03919845	0.14469974	-0.047349714	0.06777478	-0.0046282304	0.17526971	0.043293227	-0.01532883	0.07252095	-0.111776315	0.04592578
-0.12236245	0.11422653	0.016627783	-0.060354598	-0.012870228	-0.0048727565	0.035988692	0.058268193	0.06766419	0.037813693	0.09483785	0.039774746	0.0734877	0.037327714	0.017601656	0.09649845
