ಹೆಚ್ಚಿನ,0
ಕಡಿಮೆ,0
ವಿರುದ್ಧ,0
ಬಹಳ,0
ಕಾಲ,0
ಬಾರಿ,0
ತಂಡದ,0
ಹಳೆಯ,0
ಅಧಿಕ,0
ಕಾನೂನು,0
ಸ್ಥಾನ,0
ಬಳಿ,0
ಕಳೆದ,0
ವಿಜ್ಞಾನ,0
ಬೃಹತ್,0
ಯುದ್ಧದ,0
ಪುರಾತನ,0
ವಸ್ತು,0
ಕೆಳಗಿನ,0
ಕಲೆ,0
ಮೂಲಭೂತ,0
ಬಾಹ್ಯ,0
ದಾಳಿ,0
ಕ್ಯಾನ್ಸರ್,0
ತೆರಿಗೆ,0
ಒತ್ತಡ,0
ವಿರೋಧಿ,0
ಆಸಕ್ತಿ,0
ಪ್ರಚಾರ,0
ನಿಧಾನವಾಗಿ,0
ತಪ್ಪು,0
ಅಲ್ಪ,0
ಸಮಗ್ರ,0
ಮರಣ,0
ಪತ್ರಿಕೆ,0
ಕೃತಕ,0
ಮಾರ್ಗ,0
ಲಕ್ಷಣಗಳು,0
ಸಮಸ್ಯೆಗಳನ್ನು,0
ಆಕ್ರಮಣ,0
ಕೆಟ್ಟ,0
ಅಪಾಯಕಾರಿ,0
ಸಾವು,0
ಅನುಭವ,0
ತಡೆಯಲು,0
ನೆಲದ,0
ಕಾಡು,0
ನಿಯಮ,0
ಸಂಬಂಧಪಟ್ಟ,0
ತಪ್ಪಾಗಿ,0
ಹೋರಾಟ,0
ಸಮಸ್ಯೆ,0
ಕಳಪೆ,0
ಪುರಾಣ,0
ಪೂರ್ತಿ,0
ಮತ,0
ಚರ್ಮದ,0
ನೋವು,0
ಆಳವಾದ,0
ಶಾಸನ,0
ಸಾಲ,0
ಕಲ್ಲಿನ,0
ತುರ್ತು,0
ಗಡಿ,0
ಸಮಸ್ಯೆಗಳು,0
ಅಪರಾಧ,0
ವಿಮರ್ಶಕರು,0
ಸಮಸ್ಯೆಯನ್ನು,0
ರಹಸ್ಯ,0
ವಿಕಿರಣ,0
ಖಿನ್ನತೆ,0
ತಯಾರಿಕೆ,0
ಅಪಾಯ,0
ವಿರೋಧ,0
ಇಲ್ಲದ,0
ಅತಿಯಾದ,0
ಗುಣ,0
ಹೆಸರಾಗಿದೆ,0
ತುಂಬಿದ,0
ಕಷ್ಟ,0
ಕಚ್ಚಾ,0
ಸ್ವಾಮ್ಯದ,0
ಜವಾಬ್ದಾರಿ,0
ಕಾಯಿಲೆ,0
ಬಾಂಬ್,0
ನಷ್ಟ,0
ವಿಮರ್ಶೆ,0
ಪದಗಳು,0
ಹಾನಿ,0
ರೂಪವನ್ನು,0
ಋಣಾತ್ಮಕ,0
ಆಶ್ರಯ,0
ಅಗಾಧ,0
ಜನಾಂಗ,0
break,0
ರೂ,0
ಕಲ್ಪನೆ,0
ಲಕ್ಷಣ,0
ತ್ಯಾಜ್ಯ,0
ಮಿಶ್ರಿತ,0
ನಕಾರಾತ್ಮಕ,0
ಚರ್ಮ,0
ದುರ್ಬಲ,0
ತನ್ಮೂಲಕ,0
ಖಾಲಿ,0
false,0
ಬರೆಯುವ,0
ಮಗು,0
ಪೂರ್ಣವಾಗಿ,0
ನಾಶ,0
ಗುಂಡು,0
ಕ್ರಾಂತಿ,0
ಬಡ,0
ತಂತ್ರ,0
ಕೊಲೆ,0
ತಾತ್ಕಾಲಿಕವಾಗಿ,0
ವಿವಾದ,0
ಕಾಯಿಲೆಯ,0
ಸತ್ತ,0
ಬಿಕ್ಕಟ್ಟು,0
ಕುಸಿತ,0
ಸುಳ್ಳು,0
ಒಣ,0
ನಿರಾಕರಿಸಿದರು,0
ಚಿಕ್ಕದಾದ,0
ಉಕ್ಕು,0
ವಿರಳ,0
ಕಾಳಜಿ,0
ತಡೆಯುವ,0
ಆಕ್ರಮಣದ,0
ರಕ್ಷಣಾತ್ಮಕ,0
ವಿಮರ್ಶಾತ್ಮಕ,0
ದೃಢ,0
ಧೂಮಪಾನ,0
ಬದಲಾಯಿಸುವ,0
ವಿರಾಮ,0
ಕಾಡಿನ,0
ನರ,0
ಕಲ್ಪನೆಯ,0
ವಿವಾದಾತ್ಮಕ,0
ಬಿದ್ದ,0
ಹೊಡೆತ,0
ಆಕ್ರಮಣಕಾರಿ,0
ಹಾದಿ,0
ಮಿತಿ,0
ಬಡತನ,0
ವ್ಯಂಗ್ಯಚಿತ್ರ,0
ವಿಮರ್ಶಕ,0
ವಾದವನ್ನು,0
ಹತ್ಯೆ,0
ಪ್ರಚಂಡ,0
ವಿಚಿತ್ರ,0
ಎದುರಾಳಿ,0
ಭಯ,0
ತಂತ್ರಗಳು,0
ಭಯಾನಕ,0
ತಡೆ,0
ಕೊಬ್ಬು,0
ಮುಗಿಸಿದ,0
ಬೆನ್ನು,0
ದೋಷ,0
ಪುಡಿ,0
ಪ್ರತಿಸ್ಪರ್ಧಿ,0
ಒತ್ತಿ,0
ಮುರಿದು,0
ಬಿಕ್ಕಟ್ಟಿನ,0
ಹಠಾತ್,0
ಕಳೆದು,0
ಹವಾಗುಣ,0
ಬೆದರಿಕೆ,0
ಅನಧಿಕೃತ,0
ಆರೋಪ,0
ಮಳಿಗೆಗಳು,0
ದಟ್ಟವಾದ,0
ಕಡಿದಾದ,0
ಕಡ್ಡಾಯ,0
ಶಿಲ್ಪ,0
ನೋವಿನ,0
ಹೊಗೆ,0
ಭಾರ,0
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,0
ನಕಲಿ,0
ಸವಾಲು,0
ಅನುಭವಿಸಿದ,0
ದುಷ್ಟ,0
ಚಂಡಮಾರುತ,0
ಎಡೆ,0
ವಿಷ,0
ಟ್ಯಾಂಕ್,0
ಆತ್ಮಹತ್ಯೆ,0
ಆತಂಕ,0
ನಿಗೂಢ,0
ತಡವಾಗಿ,0
ಅಪರಾಧದ,0
ರಾಶಿ,0
ಮುತ್ತಿಗೆ,0
ಶ್ರಮ,0
ವಿಷದ,0
ವಾಪಸು,0
ಹೊಣೆಗಾರಿಕೆ,0
ಹಾನಿಕಾರಕ,0
ಅಸಾಧ್ಯ,0
ಹಂದಿ,0
ಸದ್ದು,0
ದಂಗೆ,0
ಅಪಾಯಗಳನ್ನು,0
ಆಸೆ,0
ವಿಷಕಾರಿ,0
ವಿಲಕ್ಷಣ,0
ಆಘಾತ,0
ಪ್ಯಾನ್,0
ನಿಷ್ಕ್ರಿಯ,0
ಪ್ರತಿಭಟನೆ,0
ಅಸ್ವಸ್ಥತೆ,0
ಮರಿಗಳು,0
ಉಪವಾಸ,0
ಉಗ್ರ,0
ವ್ಯತಿರಿಕ್ತ,0
ಪಲಾಯನ,0
ಅನ್ಯ,0
ಧರಿಸುತ್ತಾರೆ,0
ಎದುರಿಗೆ,0
ಅಸ್ಥಿರ,0
ಮೂಡಿ,0
ಭಾರವಾದ,0
ಅಪರಾಧಿ,0
ಅಕ್ರಮ,0
ಪಾಪ,0
ಪತನದ,0
ಅಪೂರ್ಣ,0
ಕಲಿಕೆ,0
ಅವನತಿ,0
ಯಾದೃಚ್ಛಿಕ,0
ನಿರ್ಬಂಧಿತ,0
ಕಟ್ಟುನಿಟ್ಟಾಗಿ,0
ಸೂತ್ರದ,0
ವಿನೋದ,0
ಗುಲಾಮರನ್ನು,0
ವಂಶ,0
ಜ್ವರ,0
ಸಂಘರ್ಷ,0
ಸೋರಿಕೆ,0
ವಾಸನೆ,0
ರಿಯಾಯಿತಿ,0
ಎಚ್ಚರಿಕೆಯ,0
ಬಿರುಕು,0
ಸುಟ್ಟು,0
ಕಡು,0
ಕಟ್ಟುನಿಟ್ಟಾದ,0
ನಾರು,0
ದೂರು,0
ಅಸ್ಪಷ್ಟ,0
ಹುಚ್ಚು,0
ಬಂಡಾಯ,0
ನಿರ್ಣಯಕ್ಕೆ,0
ಗಾಯ,0
ಹಣದುಬ್ಬರದ,0
ಸಾಲಗಳನ್ನು,0
ಮಾರಕ,0
ಅಸಮರ್ಪಕ,0
ಹುಳಿ,0
ರಾಕಿ,0
ತಪ್ಪಾದ,0
ಜಾಮ್,0
ಘರ್ಷಣೆ,0
ಗಾಯಗಳು,0
ವಿವಾದಿತ,0
ವಿಫಲವಾದ,0
ಮಿತಿಗಳನ್ನು,0
ತ್ಯಾಗ,0
ಎದುರಾಳಿಯ,0
ಹಸಿವು,0
ಸುಂಕ,0
ಬಿರುಗಾಳಿ,0
ಒಳಗಾಗುವ,0
ತುಂಡು,0
ಕ್ರೂರ,0
ಅಜ್ಞಾತ,0
ಪುನರಾವರ್ತಿತ,0
ನಿರಾಕರಣೆ,0
ಕೋಪ,0
ಆಕಸ್ಮಿಕ,0
ಅಲರ್ಜಿ,0
ಅಪಘಾತ,0
ಸಂಕುಚಿತ,0
ಪ್ರತಿಬಂಧಕ,0
ದುರಂತ,0
ಕಲೆಗಳನ್ನು,0
ಅರಾಜಕತಾವಾದಿ,0
ಮಾಡು,0
ಗುಲಾಮ,0
ಕಠಿಣವಾದ,0
ಹಾಳು,0
ಲಭ್ಯವಿಲ್ಲ,0
ಒರಟು,0
ಸಂಪ್ರದಾಯವಾದಿ,0
ಬರ,0
ಖಿನ್ನತೆಗೆ,0
ಧೂಳು,0
ಒರಟಾದ,0
ಋಣ,0
ಸಮಗ್ರವಾಗಿ,0
ಶತ್ರು,0
ತಿರಸ್ಕರಿಸಿದರು,0
ಜಡ,0
ಉಲ್ಲಂಘನೆ,0
ಮಾರಿ,0
ಮರುಭೂಮಿ,0
ಭ್ರಷ್ಟಾಚಾರ,0
ಕಿರುಕುಳ,0
ಅನಿವಾರ್ಯವಾಗಿ,0
ಸಾಯುವ,0
ವ್ಯರ್ಥ,0
ದುರುಪಯೋಗ,0
ಗುಹೆ,0
ಕ್ರಿಮಿನಲ್,0
ಅನಿವಾರ್ಯ,0
ಅಪಾಯಕರ,0
ಸವೆತ,0
ನಿವಾರಣೆ,0
ಕಳವಳ,0
ಸಾಮ್ರಾಜ್ಯಶಾಹಿ,0
ವಿರಳವಾದ,0
ಕಡಿಮೆಯಾದ,0
ಕಟ್,0
ಹಲ್ಲೆ,0
ಭೂತ,0
ಫಾಲ್ಸ್,0
ಕಥಾವಸ್ತು,0
ವ್ಯಂಗ್ಯ,0
ನಿರುದ್ಯೋಗದ,0
ದ್ವೇಷ,0
ಆವರಿಸಿರುವ,0
ಸೇಡು,0
ನಟಿಸುವ,0
ಅಲೆಮಾರಿ,0
ಅಪರಿಚಿತ,0
ಶತ್ರುಗಳ,0
ನಿಧನದ,0
ತಾರತಮ್ಯ,0
ಜೆಪರ್ಡಿ,0
ಮುನ್ಸೂಚನೆ,0
ದುಃಖ,0
ಇಲ್ಲದಿರುವುದು,0
ಅನುಪಮ,0
ವಿವಾದಾಸ್ಪದ,0
ವಿನಾಶಕಾರಿ,0
ತಗ್ಗು,0
ಕರಾಳ,0
ಆಡುವಾಗ,0
ಅನಿಯಂತ್ರಿತ,0
ಬಳಲುತ್ತಿರುವ,0
ತಪ್ಪುಗಳನ್ನು,0
ಕುಸಿತವನ್ನು,0
ಒತ್ತಾಯದ,0
ಎದ್ದುಕಾಣುವ,0
ಅನುಮಾನ,0
ನಿಲುಗಡೆ,0
ದಾಸ,0
ತಟ್ಟೆ,0
ಕಸ,0
ಕಟು,0
ಒತ್ತಾಯ,0
ಅನಾಥ,0
ಅನಿಯಮಿತ,0
ಅಕ್ರಮವಾಗಿ,0
warning,0
ವಿಳಂಬ,0
ಲೌಕಿಕ,0
ಲೂಟಿ,0
ನಿರಂಕುಶ,0
ಕುರುಹುಗಳು,0
ಸಿಡಿ,0
ರಾಕ್ಷಸ,0
ಪಾರ್ಶ್ವವಾಯು,0
ಪಕ್ಷಪಾತ,0
ಕಡಿತ,0
ಅಸಮಾಧಾನ,0
ಸಂಸಾರ,0
ವಿರೋಧದ,0
ಬಾಗಿದ,0
ನಿಲ್ಲಿಸಲಾಯಿತು,0
ನಿಂಬೆ,0
ಹಾನಿಕರ,0
ಸನ್ನದು,0
ಸಂಘರ್ಷದ,0
ವಾಂತಿ,0
ಗ್ರಹಣ,0
ಗಡೀಪಾರು,0
ಅನಿರ್ದಿಷ್ಟ,0
ಡಿಕ್,0
ಗುಲಾಮಗಿರಿ,0
ಕುಡಿದು,0
ಕಳೆ,0
ಕತ್ತಿ,0
ಭಿನ್ನತೆಗಳು,0
ಬಂದರುಗಳು,0
ಫ್ರಾಸ್ಟ್,0
ಕಳ್ಳತನ,0
ಸ್ಫೋಟಕ,0
ವಂಚನೆ,0
ಭಂಗಿ,0
ನಿರಾಕರಿಸಿ,0
ಧೂಳಿನ,0
ಗಂಟಲು,0
ಅಸಹಕಾರ,0
ಮಾತನಾಡಿದ,0
ದಿನ್,0
ಕುರುಹು,0
ಕುದಿಯುವ,0
ಕಂಪನ,0
ಅಸ್ಪಷ್ಟವಾಗಿದೆ,0
ಹುರಿದ,0
ಹಿತ್ತಾಳೆಯ,0
ಬಲವಂತದ,0
ಗೊಬ್ಬರ,0
ಭಂಗ,0
ಬರ್ನ್,0
ತಿರಸ್ಕರಿಸಿದ,0
ಅಕಾಲಿಕ,0
ಹಿಂಸೆಯ,0
ಸಂಶಯ,0
ವಿಧ್ವಂಸಕ,0
ಕುಖ್ಯಾತ,0
ಕಾರ್ಪ್,0
ಆಳವಿಲ್ಲದ,0
ಆಪಾದನೆ,0
ಅತ್ಯಾಚಾರ,0
ಸುಪ್ತ,0
ಸಂಚು,0
ವಿನಾಶ,0
ಪ್ರಾಪಂಚಿಕ,0
ತುಕ್ಕು,0
